year,month,state,frequency,sentiment
2012,11,HI,0.0,
2012,12,HI,0.0,
2013,1,HI,0.0,
2013,2,HI,0.0,
2013,3,HI,0.0,
2013,4,HI,0.0,
2013,5,HI,0.0,
2013,6,HI,0.0,
2013,7,HI,0.0,
2013,8,HI,0.0,
2013,9,HI,0.0,
2013,10,HI,0.0,
2013,11,HI,0.0,
2013,12,HI,0.0,
2014,1,HI,0.0,
2014,2,HI,0.0,
2014,3,HI,0.0,
2014,4,HI,0.0,
2014,5,HI,0.0,
2014,6,HI,0.0,
2014,7,HI,0.0,
2014,8,HI,0.0,
2014,9,HI,0.0,
2014,10,HI,0.0,
2014,11,HI,0.0,
2014,12,HI,0.0,
2015,1,HI,0.0,
2015,2,HI,0.0,
2015,3,HI,0.0,
2015,4,HI,0.0,
2015,5,HI,0.0,
2015,6,HI,0.0,
2015,7,HI,0.0,
2015,8,HI,0.0,
2015,9,HI,0.0,
2015,10,HI,0.0,
2015,11,HI,0.0,
2015,12,HI,0.0,
2016,1,HI,0.0,
2016,2,HI,0.0,
2016,3,HI,0.0,
2016,4,HI,0.0,
2016,5,HI,0.0,
2016,6,HI,0.0,
2016,7,HI,0.0,
2016,8,HI,0.0,
2016,9,HI,0.0,
2016,10,HI,0.0,
2016,11,HI,0.0,
2016,12,HI,0.0,
2017,1,HI,0.0,
2017,2,HI,0.0,
2017,3,HI,0.0,
2017,4,HI,0.0,
2017,5,HI,0.0,
2017,6,HI,0.0,
2017,7,HI,0.0,
2017,8,HI,0.0,
2017,9,HI,5.0,0.0
2017,10,HI,0.0,
2017,11,HI,1.0,0.48000000000000004
2017,12,HI,0.0,
2018,1,HI,0.0,
2018,2,HI,2.0,0.6833333333333333
2018,3,HI,0.0,
2018,4,HI,1.0,0.2388888888888889
2018,5,HI,0.0,
2018,6,HI,0.0,
2018,7,HI,2.0,0.275
2018,8,HI,0.0,
2018,9,HI,6.0,0.06944444444444443
2018,10,HI,0.0,
2018,11,HI,0.0,
2018,12,HI,0.0,
2019,1,HI,0.0,
2019,2,HI,0.0,
2019,3,HI,0.0,
2019,4,HI,0.0,
2019,5,HI,0.0,
2019,6,HI,1.0,0.18333333333333335
2019,7,HI,0.0,
2019,8,HI,0.0,
2019,9,HI,0.0,
2019,10,HI,0.0,
2019,11,HI,0.0,
2019,12,HI,0.0,
2020,1,HI,0.0,
2012,1,ID,0.0,
2012,2,ID,0.0,
2012,3,ID,0.0,
2012,4,ID,0.0,
2012,5,ID,0.0,
2012,6,ID,0.0,
2012,7,ID,0.0,
2012,8,ID,0.0,
2012,9,ID,0.0,
2012,10,ID,0.0,
2012,11,ID,0.0,
2012,12,ID,0.0,
2013,1,ID,0.0,
2013,2,ID,0.0,
2013,3,ID,0.0,
2013,4,ID,0.0,
2013,5,ID,0.0,
2013,6,ID,0.0,
2013,7,ID,0.0,
2013,8,ID,0.0,
2013,9,ID,0.0,
2013,10,ID,0.0,
2013,11,ID,0.0,
2013,12,ID,0.0,
2014,1,ID,0.0,
2014,2,ID,0.0,
2014,3,ID,0.0,
2014,4,ID,0.0,
2014,5,ID,0.0,
2014,6,ID,0.0,
2014,7,ID,0.0,
2014,8,ID,0.0,
2014,9,ID,0.0,
2014,10,ID,0.0,
2014,11,ID,0.0,
2014,12,ID,0.0,
2015,1,ID,0.0,
2015,2,ID,0.0,
2015,3,ID,0.0,
2015,4,ID,0.0,
2015,5,ID,0.0,
2015,6,ID,0.0,
2015,7,ID,0.0,
2015,8,ID,0.0,
2015,9,ID,0.0,
2015,10,ID,0.0,
2015,11,ID,0.0,
2015,12,ID,0.0,
2016,1,ID,0.0,
2016,2,ID,0.0,
2016,3,ID,0.0,
2016,4,ID,0.0,
2016,5,ID,0.0,
2016,6,ID,0.0,
2016,7,ID,0.0,
2016,8,ID,0.0,
2016,9,ID,0.0,
2016,10,ID,0.0,
2016,11,ID,0.0,
2016,12,ID,0.0,
2017,1,ID,0.0,
2017,2,ID,0.0,
2017,3,ID,0.0,
2017,4,ID,0.0,
2017,5,ID,0.0,
2017,6,ID,0.0,
2017,7,ID,0.0,
2017,8,ID,0.0,
2017,9,ID,0.0,
2017,10,ID,0.0,
2017,11,ID,0.0,
2017,12,ID,0.0,
2018,1,ID,0.0,
2018,2,ID,0.0,
2018,3,ID,1.0,0.15
2018,4,ID,0.0,
2018,5,ID,0.0,
2018,6,ID,0.0,
2018,7,ID,0.0,
2018,8,ID,2.0,0.1125
2018,9,ID,2.0,0.1125
2018,10,ID,0.0,
2018,11,ID,0.0,
2018,12,ID,0.0,
2019,1,ID,0.0,
2019,2,ID,0.0,
2019,3,ID,0.0,
2019,4,ID,0.0,
2019,5,ID,0.0,
2019,6,ID,7.0,0.1464285714285714
2019,7,ID,0.0,
2019,8,ID,0.0,
2019,9,ID,0.0,
2019,10,ID,0.0,
2019,11,ID,0.0,
2019,12,ID,0.0,
2020,1,ID,0.0,
2012,1,IL,0.0,
2012,2,IL,0.0,
2012,3,IL,1.0,0.0
2012,4,IL,0.0,
2012,5,IL,0.0,
2012,6,IL,1.0,0.0
2012,7,IL,1.0,0.0
2012,8,IL,0.0,
2012,9,IL,0.0,
2012,10,IL,0.0,
2012,11,IL,1.0,0.0
2012,12,IL,0.0,
2013,1,IL,0.0,
2013,2,IL,0.0,
2013,3,IL,0.0,
2013,4,IL,1.0,0.1
2013,5,IL,0.0,
2013,6,IL,0.0,
2013,7,IL,0.0,
2013,8,IL,0.0,
2013,9,IL,0.0,
2013,10,IL,2.0,0.146875
2013,11,IL,2.0,0.0
2013,12,IL,0.0,
2014,1,IL,0.0,
2014,2,IL,0.0,
2014,3,IL,0.0,
2014,4,IL,0.0,
2014,5,IL,0.0,
2014,6,IL,0.0,
2014,7,IL,0.0,
2014,8,IL,0.0,
2014,9,IL,0.0,
2014,10,IL,0.0,
2014,11,IL,0.0,
2014,12,IL,1.0,0.08
2015,1,IL,0.0,
2015,2,IL,1.0,0.0
2015,3,IL,0.0,
2015,4,IL,1.0,0.25833333333333336
2015,5,IL,0.0,
2015,6,IL,0.0,
2015,7,IL,0.0,
2015,8,IL,0.0,
2015,9,IL,0.0,
2015,10,IL,0.0,
2015,11,IL,0.0,
2015,12,IL,0.0,
2016,1,IL,0.0,
2016,2,IL,0.0,
2016,3,IL,0.0,
2016,4,IL,0.0,
2016,5,IL,0.0,
2016,6,IL,0.0,
2016,7,IL,0.0,
2016,8,IL,0.0,
2016,9,IL,0.0,
2016,10,IL,0.0,
2016,11,IL,0.0,
2016,12,IL,0.0,
2017,1,IL,0.0,
2017,2,IL,1.0,0.0
2017,3,IL,0.0,
2017,4,IL,0.0,
2017,5,IL,0.0,
2017,6,IL,0.0,
2017,7,IL,9.0,0.09553872053872053
2017,8,IL,20.0,0.1325
2017,9,IL,2.0,0.0
2017,10,IL,6.0,0.08749999999999998
2017,11,IL,4.0,0.10555397727272728
2017,12,IL,5.0,0.04083333333333333
2018,1,IL,6.0,-0.0037499999999999994
2018,2,IL,9.0,0.06976010101010102
2018,3,IL,20.0,0.17124999999999996
2018,4,IL,15.0,0.10561111111111111
2018,5,IL,12.0,0.1335532407407408
2018,6,IL,5.0,0.05863636363636363
2018,7,IL,8.0,0.11159090909090909
2018,8,IL,4.0,0.3443892045454545
2018,9,IL,9.0,0.033101851851851855
2018,10,IL,5.0,0.16499999999999998
2018,11,IL,0.0,
2018,12,IL,0.0,
2019,1,IL,0.0,
2019,2,IL,0.0,
2019,3,IL,0.0,
2019,4,IL,0.0,
2019,5,IL,0.0,
2019,6,IL,7.0,0.2623436748436749
2019,7,IL,5.0,0.23957777777777775
2019,8,IL,0.0,
2019,9,IL,0.0,
2019,10,IL,0.0,
2019,11,IL,0.0,
2019,12,IL,0.0,
2020,1,IL,0.0,
2012,1,IN,0.0,
2012,2,IN,0.0,
2012,3,IN,0.0,
2012,4,IN,0.0,
2012,5,IN,0.0,
2012,6,IN,0.0,
2012,7,IN,0.0,
2012,8,IN,0.0,
2012,9,IN,0.0,
2012,10,IN,0.0,
2012,11,IN,0.0,
2012,12,IN,0.0,
2013,1,IN,0.0,
2013,2,IN,0.0,
2013,3,IN,0.0,
2013,4,IN,0.0,
2013,5,IN,0.0,
2013,6,IN,0.0,
2013,7,IN,0.0,
2013,8,IN,0.0,
2013,9,IN,0.0,
2013,10,IN,0.0,
2013,11,IN,0.0,
2013,12,IN,0.0,
2014,1,IN,0.0,
2014,2,IN,0.0,
2014,3,IN,0.0,
2014,4,IN,0.0,
2014,5,IN,0.0,
2014,6,IN,0.0,
2014,7,IN,1.0,0.25
2014,8,IN,0.0,
2014,9,IN,1.0,0.0
2014,10,IN,0.0,
2014,11,IN,0.0,
2014,12,IN,2.0,0.125
2015,1,IN,0.0,
2015,2,IN,0.0,
2015,3,IN,0.0,
2015,4,IN,0.0,
2015,5,IN,0.0,
2015,6,IN,0.0,
2015,7,IN,0.0,
2015,8,IN,0.0,
2015,9,IN,0.0,
2015,10,IN,0.0,
2015,11,IN,0.0,
2015,12,IN,0.0,
2016,1,IN,0.0,
2016,2,IN,0.0,
2016,3,IN,0.0,
2016,4,IN,0.0,
2016,5,IN,0.0,
2016,6,IN,0.0,
2016,7,IN,0.0,
2016,8,IN,1.0,0.0
2016,9,IN,0.0,
2016,10,IN,0.0,
2016,11,IN,0.0,
2016,12,IN,0.0,
2017,1,IN,0.0,
2017,2,IN,0.0,
2017,3,IN,0.0,
2017,4,IN,0.0,
2017,5,IN,0.0,
2017,6,IN,1.0,0.1
2017,7,IN,7.0,0.06696428571428571
2017,8,IN,8.0,0.0812689393939394
2017,9,IN,8.0,0.1703125
2017,10,IN,2.0,0.030000000000000006
2017,11,IN,10.0,0.0
2017,12,IN,6.0,0.27499999999999997
2018,1,IN,5.0,0.02
2018,2,IN,10.0,0.215
2018,3,IN,16.0,0.11197916666666664
2018,4,IN,1.0,0.16222222222222224
2018,5,IN,6.0,0.31131313131313126
2018,6,IN,5.0,0.13409090909090907
2018,7,IN,39.0,0.1908872377622378
2018,8,IN,2.0,0.11374999999999999
2018,9,IN,12.0,0.019965277777777776
2018,10,IN,1.0,0.0
2018,11,IN,0.0,
2018,12,IN,0.0,
2019,1,IN,0.0,
2019,2,IN,0.0,
2019,3,IN,0.0,
2019,4,IN,0.0,
2019,5,IN,0.0,
2019,6,IN,10.0,0.30088359788359786
2019,7,IN,1.0,0.0
2019,8,IN,0.0,
2019,9,IN,0.0,
2019,10,IN,0.0,
2019,11,IN,0.0,
2019,12,IN,0.0,
2020,1,IN,0.0,
2012,1,IA,0.0,
2012,2,IA,0.0,
2012,3,IA,0.0,
2012,4,IA,0.0,
2012,5,IA,0.0,
2012,6,IA,0.0,
2012,7,IA,0.0,
2012,8,IA,0.0,
2012,9,IA,0.0,
2012,10,IA,0.0,
2012,11,IA,1.0,0.3
2012,12,IA,0.0,
2013,1,IA,0.0,
2013,2,IA,0.0,
2013,3,IA,0.0,
2013,4,IA,0.0,
2013,5,IA,0.0,
2013,6,IA,0.0,
2013,7,IA,0.0,
2013,8,IA,0.0,
2013,9,IA,0.0,
2013,10,IA,0.0,
2013,11,IA,0.0,
2013,12,IA,0.0,
2014,1,IA,0.0,
2014,2,IA,0.0,
2014,3,IA,0.0,
2014,4,IA,0.0,
2014,5,IA,0.0,
2014,6,IA,0.0,
2014,7,IA,0.0,
2014,8,IA,0.0,
2014,9,IA,0.0,
2014,10,IA,0.0,
2014,11,IA,0.0,
2014,12,IA,0.0,
2015,1,IA,0.0,
2015,2,IA,0.0,
2015,3,IA,0.0,
2015,4,IA,0.0,
2015,5,IA,0.0,
2015,6,IA,0.0,
2015,7,IA,0.0,
2015,8,IA,0.0,
2015,9,IA,0.0,
2015,10,IA,0.0,
2015,11,IA,0.0,
2015,12,IA,0.0,
2016,1,IA,0.0,
2016,2,IA,0.0,
2016,3,IA,0.0,
2016,4,IA,0.0,
2016,5,IA,0.0,
2016,6,IA,0.0,
2016,7,IA,0.0,
2016,8,IA,0.0,
2016,9,IA,0.0,
2016,10,IA,0.0,
2016,11,IA,0.0,
2016,12,IA,0.0,
2017,1,IA,0.0,
2017,2,IA,0.0,
2017,3,IA,0.0,
2017,4,IA,0.0,
2017,5,IA,0.0,
2017,6,IA,0.0,
2017,7,IA,10.0,0.07515151515151515
2017,8,IA,13.0,0.21765734265734266
2017,9,IA,33.0,0.024207988980716248
2017,10,IA,22.0,0.09318181818181817
2017,11,IA,8.0,0.13020833333333331
2017,12,IA,14.0,0.1383829365079365
2018,1,IA,3.0,0.26805555555555555
2018,2,IA,1.0,0.0
2018,3,IA,9.0,0.21111111111111108
2018,4,IA,2.0,0.0
2018,5,IA,4.0,0.2102272727272727
2018,6,IA,7.0,0.10787337662337662
2018,7,IA,3.0,0.09999999999999999
2018,8,IA,0.0,
2018,9,IA,4.0,-0.10270833333333333
2018,10,IA,10.0,0.05121212121212121
2018,11,IA,0.0,
2018,12,IA,0.0,
2019,1,IA,0.0,
2019,2,IA,0.0,
2019,3,IA,0.0,
2019,4,IA,0.0,
2019,5,IA,0.0,
2019,6,IA,5.0,0.11928030303030304
2019,7,IA,6.0,0.17694444444444443
2019,8,IA,0.0,
2019,9,IA,0.0,
2019,10,IA,0.0,
2019,11,IA,0.0,
2019,12,IA,0.0,
2020,1,IA,0.0,
2012,1,KS,0.0,
2012,2,KS,0.0,
2012,3,KS,0.0,
2012,4,KS,0.0,
2012,5,KS,0.0,
2012,6,KS,0.0,
2012,7,KS,0.0,
2012,8,KS,0.0,
2012,9,KS,0.0,
2012,10,KS,0.0,
2012,11,KS,0.0,
2012,12,KS,0.0,
2013,1,KS,0.0,
2013,2,KS,0.0,
2013,3,KS,0.0,
2013,4,KS,0.0,
2013,5,KS,0.0,
2013,6,KS,0.0,
2013,7,KS,0.0,
2013,8,KS,0.0,
2013,9,KS,0.0,
2013,10,KS,0.0,
2013,11,KS,0.0,
2013,12,KS,0.0,
2014,1,KS,0.0,
2014,2,KS,0.0,
2014,3,KS,0.0,
2014,4,KS,0.0,
2014,5,KS,0.0,
2014,6,KS,0.0,
2014,7,KS,0.0,
2014,8,KS,0.0,
2014,9,KS,0.0,
2014,10,KS,0.0,
2014,11,KS,0.0,
2014,12,KS,0.0,
2015,1,KS,0.0,
2015,2,KS,1.0,0.0
2015,3,KS,0.0,
2015,4,KS,0.0,
2015,5,KS,0.0,
2015,6,KS,0.0,
2015,7,KS,0.0,
2015,8,KS,0.0,
2015,9,KS,0.0,
2015,10,KS,0.0,
2015,11,KS,0.0,
2015,12,KS,0.0,
2016,1,KS,0.0,
2016,2,KS,0.0,
2016,3,KS,0.0,
2016,4,KS,0.0,
2016,5,KS,0.0,
2016,6,KS,0.0,
2016,7,KS,0.0,
2016,8,KS,0.0,
2016,9,KS,0.0,
2016,10,KS,0.0,
2016,11,KS,0.0,
2016,12,KS,0.0,
2017,1,KS,0.0,
2017,2,KS,0.0,
2017,3,KS,0.0,
2017,4,KS,0.0,
2017,5,KS,0.0,
2017,6,KS,0.0,
2017,7,KS,4.0,0.08125
2017,8,KS,9.0,0.06597222222222222
2017,9,KS,8.0,0.14100378787878787
2017,10,KS,8.0,0.11024305555555555
2017,11,KS,4.0,0.2361111111111111
2017,12,KS,0.0,
2018,1,KS,11.0,0.06818181818181818
2018,2,KS,6.0,0.13020833333333334
2018,3,KS,14.0,0.10051960935889506
2018,4,KS,1.0,0.4166666666666667
2018,5,KS,8.0,0.0275
2018,6,KS,3.0,0.16666666666666666
2018,7,KS,2.0,0.20106060606060605
2018,8,KS,10.0,0.2759319196428572
2018,9,KS,1.0,0.016666666666666666
2018,10,KS,1.0,0.0
2018,11,KS,0.0,
2018,12,KS,0.0,
2019,1,KS,0.0,
2019,2,KS,0.0,
2019,3,KS,0.0,
2019,4,KS,0.0,
2019,5,KS,0.0,
2019,6,KS,0.0,
2019,7,KS,1.0,-0.05
2019,8,KS,0.0,
2019,9,KS,0.0,
2019,10,KS,0.0,
2019,11,KS,0.0,
2019,12,KS,0.0,
2020,1,KS,0.0,
2012,1,KY,0.0,
2012,2,KY,0.0,
2012,3,KY,0.0,
2012,4,KY,0.0,
2012,5,KY,0.0,
2012,6,KY,0.0,
2012,7,KY,1.0,0.0
2012,8,KY,0.0,
2012,9,KY,0.0,
2012,10,KY,0.0,
2012,11,KY,0.0,
2012,12,KY,0.0,
2013,1,KY,0.0,
2013,2,KY,0.0,
2013,3,KY,1.0,0.1875
2013,4,KY,0.0,
2013,5,KY,0.0,
2013,6,KY,0.0,
2013,7,KY,0.0,
2013,8,KY,1.0,0.1
2013,9,KY,0.0,
2013,10,KY,0.0,
2013,11,KY,2.0,0.0
2013,12,KY,1.0,0.1
2014,1,KY,0.0,
2014,2,KY,0.0,
2014,3,KY,2.0,0.075
2014,4,KY,0.0,
2014,5,KY,1.0,0.0
2014,6,KY,2.0,0.0
2014,7,KY,0.0,
2014,8,KY,0.0,
2014,9,KY,1.0,0.0
2014,10,KY,1.0,0.25
2014,11,KY,1.0,-0.375
2014,12,KY,1.0,0.3
2015,1,KY,1.0,0.0
2015,2,KY,1.0,0.18333333333333335
2015,3,KY,0.0,
2015,4,KY,0.0,
2015,5,KY,0.0,
2015,6,KY,0.0,
2015,7,KY,0.0,
2015,8,KY,0.0,
2015,9,KY,0.0,
2015,10,KY,0.0,
2015,11,KY,0.0,
2015,12,KY,0.0,
2016,1,KY,0.0,
2016,2,KY,0.0,
2016,3,KY,0.0,
2016,4,KY,0.0,
2016,5,KY,0.0,
2016,6,KY,0.0,
2016,7,KY,0.0,
2016,8,KY,0.0,
2016,9,KY,0.0,
2016,10,KY,0.0,
2016,11,KY,0.0,
2016,12,KY,0.0,
2017,1,KY,0.0,
2017,2,KY,0.0,
2017,3,KY,0.0,
2017,4,KY,0.0,
2017,5,KY,0.0,
2017,6,KY,0.0,
2017,7,KY,7.0,0.09047619047619047
2017,8,KY,10.0,0.24196969696969695
2017,9,KY,23.0,0.2567028985507247
2017,10,KY,5.0,0.2
2017,11,KY,11.0,0.10272727272727274
2017,12,KY,2.0,0.0
2018,1,KY,13.0,0.1389423076923077
2018,2,KY,6.0,0.11609848484848484
2018,3,KY,8.0,0.15468749999999998
2018,4,KY,11.0,0.09132575757575757
2018,5,KY,14.0,0.11655505952380951
2018,6,KY,10.0,0.13
2018,7,KY,6.0,0.1296401515151515
2018,8,KY,6.0,0.0749537037037037
2018,9,KY,7.0,0.18851190476190477
2018,10,KY,4.0,0.21333333333333335
2018,11,KY,0.0,
2018,12,KY,0.0,
2019,1,KY,0.0,
2019,2,KY,0.0,
2019,3,KY,0.0,
2019,4,KY,0.0,
2019,5,KY,0.0,
2019,6,KY,4.0,0.24161931818181814
2019,7,KY,2.0,0.06420454545454546
2019,8,KY,0.0,
2019,9,KY,0.0,
2019,10,KY,0.0,
2019,11,KY,0.0,
2019,12,KY,0.0,
2020,1,KY,0.0,
2012,1,LA,0.0,
2012,2,LA,0.0,
2012,3,LA,0.0,
2012,4,LA,0.0,
2012,5,LA,0.0,
2012,6,LA,0.0,
2012,7,LA,0.0,
2012,8,LA,0.0,
2012,9,LA,0.0,
2012,10,LA,0.0,
2012,11,LA,0.0,
2012,12,LA,0.0,
2013,1,LA,0.0,
2013,2,LA,0.0,
2013,3,LA,0.0,
2013,4,LA,0.0,
2013,5,LA,0.0,
2013,6,LA,0.0,
2013,7,LA,0.0,
2013,8,LA,0.0,
2013,9,LA,0.0,
2013,10,LA,1.0,0.025000000000000015
2013,11,LA,0.0,
2013,12,LA,0.0,
2014,1,LA,0.0,
2014,2,LA,0.0,
2014,3,LA,0.0,
2014,4,LA,0.0,
2014,5,LA,0.0,
2014,6,LA,0.0,
2014,7,LA,0.0,
2014,8,LA,1.0,0.0
2014,9,LA,0.0,
2014,10,LA,0.0,
2014,11,LA,0.0,
2014,12,LA,0.0,
2015,1,LA,0.0,
2015,2,LA,0.0,
2015,3,LA,0.0,
2015,4,LA,0.0,
2015,5,LA,0.0,
2015,6,LA,0.0,
2015,7,LA,0.0,
2015,8,LA,0.0,
2015,9,LA,0.0,
2015,10,LA,0.0,
2015,11,LA,0.0,
2015,12,LA,0.0,
2016,1,LA,0.0,
2016,2,LA,0.0,
2016,3,LA,0.0,
2016,4,LA,0.0,
2016,5,LA,0.0,
2016,6,LA,0.0,
2016,7,LA,0.0,
2016,8,LA,0.0,
2016,9,LA,0.0,
2016,10,LA,0.0,
2016,11,LA,0.0,
2016,12,LA,0.0,
2017,1,LA,0.0,
2017,2,LA,0.0,
2017,3,LA,0.0,
2017,4,LA,0.0,
2017,5,LA,0.0,
2017,6,LA,0.0,
2017,7,LA,2.0,0.0
2017,8,LA,10.0,0.025757575757575757
2017,9,LA,2.0,0.125
2017,10,LA,7.0,0.0986607142857143
2017,11,LA,2.0,0.3333333333333333
2017,12,LA,3.0,0.04907407407407407
2018,1,LA,4.0,0.11875
2018,2,LA,2.0,-0.11777777777777777
2018,3,LA,2.0,0.17555555555555558
2018,4,LA,1.0,0.2333333333333333
2018,5,LA,1.0,0.05
2018,6,LA,1.0,0.09444444444444444
2018,7,LA,0.0,
2018,8,LA,4.0,0.125625
2018,9,LA,3.0,0.12268518518518519
2018,10,LA,0.0,
2018,11,LA,0.0,
2018,12,LA,0.0,
2019,1,LA,0.0,
2019,2,LA,0.0,
2019,3,LA,0.0,
2019,4,LA,0.0,
2019,5,LA,0.0,
2019,6,LA,3.0,0.16382575757575757
2019,7,LA,0.0,
2019,8,LA,0.0,
2019,9,LA,0.0,
2019,10,LA,0.0,
2019,11,LA,0.0,
2019,12,LA,0.0,
2020,1,LA,0.0,
2012,1,ME,0.0,
2012,2,ME,0.0,
2012,3,ME,0.0,
2012,4,ME,0.0,
2012,5,ME,0.0,
2012,6,ME,0.0,
2012,7,ME,0.0,
2012,8,ME,0.0,
2012,9,ME,0.0,
2012,10,ME,0.0,
2012,11,ME,0.0,
2012,12,ME,0.0,
2013,1,ME,0.0,
2013,2,ME,0.0,
2013,3,ME,0.0,
2013,4,ME,0.0,
2013,5,ME,0.0,
2013,6,ME,0.0,
2013,7,ME,0.0,
2013,8,ME,0.0,
2013,9,ME,0.0,
2013,10,ME,0.0,
2013,11,ME,0.0,
2013,12,ME,0.0,
2014,1,ME,0.0,
2014,2,ME,0.0,
2014,3,ME,0.0,
2014,4,ME,0.0,
2014,5,ME,0.0,
2014,6,ME,0.0,
2014,7,ME,0.0,
2014,8,ME,0.0,
2014,9,ME,0.0,
2014,10,ME,0.0,
2014,11,ME,0.0,
2014,12,ME,0.0,
2015,1,ME,0.0,
2015,2,ME,0.0,
2015,3,ME,0.0,
2015,4,ME,0.0,
2015,5,ME,0.0,
2015,6,ME,0.0,
2015,7,ME,0.0,
2015,8,ME,0.0,
2015,9,ME,0.0,
2015,10,ME,0.0,
2015,11,ME,0.0,
2015,12,ME,0.0,
2016,1,ME,0.0,
2016,2,ME,0.0,
2016,3,ME,0.0,
2016,4,ME,0.0,
2016,5,ME,0.0,
2016,6,ME,0.0,
2016,7,ME,0.0,
2016,8,ME,0.0,
2016,9,ME,0.0,
2016,10,ME,0.0,
2016,11,ME,0.0,
2016,12,ME,0.0,
2017,1,ME,0.0,
2017,2,ME,0.0,
2017,3,ME,0.0,
2017,4,ME,0.0,
2017,5,ME,0.0,
2017,6,ME,0.0,
2017,7,ME,1.0,0.5
2017,8,ME,0.0,
2017,9,ME,0.0,
2017,10,ME,1.0,-0.08333333333333333
2017,11,ME,0.0,
2017,12,ME,0.0,
2018,1,ME,0.0,
2018,2,ME,0.0,
2018,3,ME,4.0,0.23750000000000002
2018,4,ME,2.0,0.16606060606060605
2018,5,ME,0.0,
2018,6,ME,7.0,0.2251984126984127
2018,7,ME,1.0,0.09
2018,8,ME,0.0,
2018,9,ME,0.0,
2018,10,ME,1.0,0.425
2018,11,ME,0.0,
2018,12,ME,0.0,
2019,1,ME,0.0,
2019,2,ME,0.0,
2019,3,ME,0.0,
2019,4,ME,0.0,
2019,5,ME,0.0,
2019,6,ME,1.0,0.0
2019,7,ME,2.0,0.1625
2019,8,ME,0.0,
2019,9,ME,0.0,
2019,10,ME,0.0,
2019,11,ME,0.0,
2019,12,ME,0.0,
2020,1,ME,0.0,
2012,1,MD,0.0,
2012,2,MD,0.0,
2012,3,MD,0.0,
2012,4,MD,0.0,
2012,5,MD,0.0,
2012,6,MD,0.0,
2012,7,MD,0.0,
2012,8,MD,0.0,
2012,9,MD,0.0,
2012,10,MD,0.0,
2012,11,MD,0.0,
2012,12,MD,0.0,
2013,1,MD,0.0,
2013,2,MD,0.0,
2013,3,MD,0.0,
2013,4,MD,0.0,
2013,5,MD,0.0,
2013,6,MD,0.0,
2013,7,MD,0.0,
2013,8,MD,0.0,
2013,9,MD,0.0,
2013,10,MD,0.0,
2013,11,MD,0.0,
2013,12,MD,0.0,
2014,1,MD,0.0,
2014,2,MD,0.0,
2014,3,MD,0.0,
2014,4,MD,0.0,
2014,5,MD,0.0,
2014,6,MD,0.0,
2014,7,MD,0.0,
2014,8,MD,0.0,
2014,9,MD,1.0,0.0
2014,10,MD,0.0,
2014,11,MD,1.0,-0.24285714285714277
2014,12,MD,0.0,
2015,1,MD,2.0,0.11409090909090909
2015,2,MD,1.0,0.07142857142857142
2015,3,MD,0.0,
2015,4,MD,0.0,
2015,5,MD,1.0,0.15625
2015,6,MD,0.0,
2015,7,MD,0.0,
2015,8,MD,0.0,
2015,9,MD,0.0,
2015,10,MD,0.0,
2015,11,MD,0.0,
2015,12,MD,0.0,
2016,1,MD,0.0,
2016,2,MD,0.0,
2016,3,MD,0.0,
2016,4,MD,0.0,
2016,5,MD,0.0,
2016,6,MD,0.0,
2016,7,MD,0.0,
2016,8,MD,0.0,
2016,9,MD,0.0,
2016,10,MD,1.0,0.4
2016,11,MD,0.0,
2016,12,MD,0.0,
2017,1,MD,0.0,
2017,2,MD,0.0,
2017,3,MD,0.0,
2017,4,MD,0.0,
2017,5,MD,0.0,
2017,6,MD,0.0,
2017,7,MD,31.0,0.1887365591397849
2017,8,MD,10.0,0.12674999999999997
2017,9,MD,26.0,0.05341346153846154
2017,10,MD,32.0,0.1821946022727273
2017,11,MD,19.0,0.20622280132148554
2017,12,MD,45.0,0.09758148148148149
2018,1,MD,28.0,0.13467261904761907
2018,2,MD,24.0,0.1355902777777778
2018,3,MD,14.0,0.1272263450834879
2018,4,MD,8.0,0.04583333333333333
2018,5,MD,7.0,0.06374458874458873
2018,6,MD,12.0,0.19036195286195282
2018,7,MD,11.0,-0.004476584022038568
2018,8,MD,4.0,0.2425
2018,9,MD,9.0,0.13469135802469134
2018,10,MD,8.0,0.1684027777777778
2018,11,MD,0.0,
2018,12,MD,0.0,
2019,1,MD,0.0,
2019,2,MD,0.0,
2019,3,MD,0.0,
2019,4,MD,0.0,
2019,5,MD,0.0,
2019,6,MD,9.0,0.063510101010101
2019,7,MD,12.0,0.08352904040404041
2019,8,MD,0.0,
2019,9,MD,0.0,
2019,10,MD,0.0,
2019,11,MD,0.0,
2019,12,MD,0.0,
2020,1,MD,0.0,
2012,1,MA,0.0,
2012,2,MA,0.0,
2012,3,MA,0.0,
2012,4,MA,0.0,
2012,5,MA,0.0,
2012,6,MA,0.0,
2012,7,MA,0.0,
2012,8,MA,0.0,
2012,9,MA,0.0,
2012,10,MA,0.0,
2012,11,MA,1.0,0.0
2012,12,MA,0.0,
2013,1,MA,0.0,
2013,2,MA,0.0,
2013,3,MA,0.0,
2013,4,MA,0.0,
2013,5,MA,0.0,
2013,6,MA,0.0,
2013,7,MA,0.0,
2013,8,MA,0.0,
2013,9,MA,0.0,
2013,10,MA,0.0,
2013,11,MA,0.0,
2013,12,MA,0.0,
2014,1,MA,0.0,
2014,2,MA,0.0,
2014,3,MA,0.0,
2014,4,MA,2.0,0.0
